Ticker,LULU,LULU,LULU,LULU,LULU,PYPL,PYPL,PYPL,PYPL,PYPL,ADBE,ADBE,ADBE,ADBE,ADBE,NKE,NKE,NKE,NKE,NKE,MC,MC,MC,MC,MC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,242.6199951171875,244.27999877929688,241.5,243.05999755859375,868700,117.4000015258789,117.94000244140625,115.80000305175781,117.88999938964844,8533900,351.0199890136719,352.1600036621094,347.8500061035156,351.760009765625,2084400,97.0758631883079,97.39313877226402,95.7601217332083,96.13337707519531,7102900,23.476793297846967,23.732195715572697,23.28860339209915,23.685148239135742,357600
2020-01-24,243.74000549316406,245.05999755859375,239.27000427246094,240.35000610351562,938200,118.44999694824219,119.5999984741211,116.51000213623047,116.9800033569336,7124000,354.1000061035156,355.69000244140625,349.20001220703125,351.3699951171875,1640200,96.66529556403397,96.9452442530337,94.86431748665011,95.20957946777344,3839300,23.69187223886965,23.738919723310367,23.4297498073012,23.72547721862793,605100
2020-01-27,233.8000030517578,237.8699951171875,231.83999633789062,236.74000549316406,1292000,113.62999725341797,115.9800033569336,112.30999755859375,115.23999786376953,7002300,341.0400085449219,349.8999938964844,340.3999938964844,346.8999938964844,2652000,91.64491643973156,93.97779795113718,91.45828876657487,93.53921508789062,9841400,23.490235957651763,23.71203083892721,23.28188101496679,23.55072593688965,678800
2020-01-28,238.66000366210938,240.19000244140625,236.3300018310547,239.35000610351562,971400,115.83000183105469,117.20999908447266,114.71499633789062,116.5199966430664,6433000,349.0,355.6600036621094,347.1199951171875,354.6300048828125,2270800,93.63253319785872,94.29507784239912,92.86734831197022,93.69786071777344,5673200,23.658262172557436,24.02120202926385,23.54198696775451,23.967432022094727,345700
2020-01-29,240.32000732421875,244.3300018310547,238.77000427246094,243.66000366210938,998200,117.47000122070312,117.52999877929688,115.16000366210938,116.66000366210938,9236800,356.70001220703125,356.70001220703125,351.3599853515625,351.6600036621094,1521300,94.3137431736144,94.52837142730395,92.54075161843193,93.16596221923828,4503700,24.03464793030749,24.458077868187257,24.03464793030749,24.269887924194336,723100
2020-01-30,241.83999633789062,244.0,240.89999389648438,243.77000427246094,770900,112.79000091552734,117.19999694824219,112.41999816894531,117.12000274658203,13653300,349.69000244140625,356.82000732421875,349.69000244140625,356.739990234375,1834900,92.40077781472846,93.08198242263379,90.8610815453549,91.62626647949219,7065100,24.041359790625783,24.592489436675134,23.92374112785206,24.511837005615234,650600
2020-01-31,243.47999572753906,243.5800018310547,239.3000030517578,239.38999938964844,1391600,116.75,117.31999969482422,113.1500015258789,113.88999938964844,9467200,355.8399963378906,355.8399963378906,348.29998779296875,351.1400146484375,3692900,91.55162178256317,91.86889031727291,89.5080148722462,89.86261749267578,8780300,24.36397506131066,24.417745064529296,23.903579023356844,24.195947647094727,578700
2020-02-03,240.17999267578125,247.6999969482422,240.17999267578125,246.3699951171875,1792000,114.30000305175781,117.23999786376953,114.05000305175781,116.51000213623047,8234700,353.4100036621094,358.6700134277344,352.2900085449219,358.0,2693800,92.3821232374365,94.17377482793304,91.980867265872,92.63407135009766,9727000,24.276596326438934,24.599208604078303,24.202663865416365,24.404298782348633,544200
2020-02-04,249.85000610351562,250.10000610351562,247.66000366210938,247.99000549316406,1354900,118.04000091552734,120.33999633789062,117.30000305175781,120.08000183105469,7396800,363.42999267578125,367.44000244140625,360.45001220703125,366.739990234375,3053000,95.09758896447302,95.90942720490433,94.4910383245647,94.60301208496094,6559600,24.800851879066922,25.17723171454152,24.72019685955493,24.767244338989258,428200
2020-02-05,249.14999389648438,249.7100067138672,243.55999755859375,243.89999389648438,1518600,121.19999694824219,122.19000244140625,118.89099884033203,119.72000122070312,7595300,373.989990234375,374.4800109863281,362.30999755859375,365.54998779296875,2463400,94.95760773858912,95.15356892442048,92.8766743700938,93.81916046142578,6108300,25.183953108109076,25.782130374320847,25.002483168264735,25.62082290649414,763600
2020-02-06,244.35000610351562,244.52999877929688,242.7899932861328,243.77999877929688,1155900,120.08999633789062,120.5999984741211,119.47000122070312,119.88999938964844,4020300,366.1600036621094,368.25,363.010009765625,367.4599914550781,2224500,94.15510570355985,94.74298932190953,93.46457472209343,93.56721496582031,5641800,26.292935729063046,27.737972883479912,26.171955755023703,26.850788116455078,1680100
2020-02-07,243.77000427246094,246.88999938964844,242.1699981689453,243.50999450683594,1087600,119.5999984741211,119.66999816894531,118.41000366210938,118.87999725341797,4166300,366.0,369.3399963378906,364.3800048828125,366.0899963378906,2092700,93.13796364501032,93.68852741015976,92.35411883693415,92.7927017211914,4121800,26.548334931404195,26.662592357401298,25.82245517602775,26.292932510375977,1001500
2020-02-10,244.02000427246094,249.74000549316406,244.02000427246094,248.5399932861328,1192100,118.55999755859375,120.1500015258789,118.5,120.05999755859375,4868000,365.44000244140625,370.80999755859375,365.2200012207031,370.0,2426800,92.58741307249191,93.79118092333226,92.38211833708485,93.33393096923828,4213900,26.077862242937428,26.797019593202496,25.970324767119166,26.299659729003906,740500
2020-02-11,249.33999633789062,252.38999938964844,248.33999633789062,251.5800018310547,1014700,120.76000213623047,121.0,118.4000015258789,118.83999633789062,4677400,373.0299987792969,373.70001220703125,367.25,369.2799987792969,2004700,93.38059145251815,93.64187307234889,92.79270780789898,93.33393096923828,4871800,26.299655043608283,26.6894773625401,26.138347576670668,26.292932510375977,628000
2020-02-12,252.11000061035156,254.16000366210938,250.77999877929688,253.94000244140625,658100,118.8499984741211,119.91000366210938,117.87000274658203,118.55999755859375,6482300,370.6400146484375,374.42999267578125,367.1499938964844,374.2900085449219,2355600,94.00580367952183,96.18938476173885,93.7258621331901,96.11473083496094,8075600,26.27949082235695,26.487845772797968,25.832539776573036,25.916553497314453,444900
2020-02-13,253.41000366210938,256.79998779296875,252.3699951171875,253.86000061035156,905300,118.04000091552734,121.0999984741211,117.80000305175781,120.51000213623047,6066300,372.55999755859375,377.7099914550781,372.3900146484375,374.8399963378906,1917100,95.6574720450855,96.80524572053895,94.88295370251468,96.4599838256836,5386800,25.75524602636651,25.970320946361177,25.385586167869132,25.49984359741211,421700
2020-02-14,254.67999267578125,256.0,253.14999389648438,254.41000366210938,950700,120.88999938964844,123.0,120.80000305175781,122.98999786376953,5769900,376.2799987792969,379.8299865722656,375.8500061035156,379.6700134277344,1690300,96.6092959353262,96.9452314700739,95.6014893310831,96.6186294555664,4305300,25.583264660190217,25.75706401610451,25.09662593323666,25.360801696777344,512700
2020-02-18,254.00999450683594,259.739990234375,253.66000366210938,259.2300109863281,1273700,122.58000183105469,122.98999786376953,121.68000030517578,122.2699966430664,5085700,380.20001220703125,382.5899963378906,378.5899963378906,378.8500061035156,2074400,96.11474773930568,96.46934327478041,94.8176657908217,95.18159484863281,4916200,25.36080122939972,25.73273173812324,25.270424823438887,25.645832061767578,513100
2020-02-19,261.0,263.5,259.80999755859375,262.510009765625,908000,122.62999725341797,124.44999694824219,122.30000305175781,123.91000366210938,4878600,383.8299865722656,385.0,381.4800109863281,383.2799987792969,2580400,95.7974593961993,96.47865687889659,95.5828311431227,95.61082458496094,6200500,25.798775227907274,26.38413076490067,25.673639487195665,26.320173263549805,778800
2020-02-20,262.92999267578125,266.20001220703125,258.75,263.67999267578125,1518400,123.86000061035156,124.30999755859375,120.4000015258789,122.43000030517578,7212900,384.0,386.75,373.4800109863281,378.9599914550781,3789300,95.61083467934974,95.76946894610805,93.82851654003807,95.67615509033203,6427600,26.278459689519675,26.855474771525646,25.937814468067028,25.979524612426758,1919000
2020-02-21,263.0,265.1000061035156,253.8000030517578,255.89999389648438,1587700,121.72000122070312,121.8499984741211,118.52999877929688,119.48999786376953,5894500,378.0199890136719,378.3399963378906,368.75,372.95001220703125,2742800,95.18157837218477,95.25623229916958,92.97000384114467,93.5485610961914,5750900,25.5485065450332,25.889154465832824,24.88806843048231,25.416419982910156,1294900
2020-02-24,245.38999938964844,247.8699951171875,235.69000244140625,246.2100067138672,1875000,114.29000091552734,116.79000091552734,113.5199966430664,116.44000244140625,10139300,355.3900146484375,363.4599914550781,349.0,357.4100036621094,3924000,89.15341864794203,90.58114128133512,88.88280348379571,89.49868774414062,8364200,24.172018018756138,24.623894814268937,24.075385606186988,24.505712509155273,666500
2020-02-25,248.3800048828125,250.4499969482422,237.0500030517578,238.80999755859375,1550900,115.66999816894531,116.41500091552734,109.33000183105469,109.66000366210938,13636100,361.0,363.9700012207031,346.2799987792969,347.79998779296875,4188100,89.90925408273401,90.29185007666487,86.42859877494075,86.68988037109375,9602100,24.512658676978077,24.818547224245584,23.490720322333882,24.109445571899414,875800
2020-02-26,239.14999389648438,244.1300048828125,237.0399932861328,238.55999755859375,1219000,109.80999755859375,112.62999725341797,108.5999984741211,109.11000061035156,10301800,349.3999938964844,360.07000732421875,348.6000061035156,351.3399963378906,3489700,86.85785082643017,88.32290020984225,85.84071073051018,85.85004425048828,9308400,22.997132214633947,24.49180509517738,22.997132214633947,23.782703399658203,823100
2020-02-27,230.44000244140625,232.47999572753906,220.2100067138672,220.6999969482422,2834900,106.30000305175781,112.05000305175781,106.30000305175781,107.83999633789062,15461900,340.0,352.239990234375,337.2699890136719,337.5199890136719,4737700,83.98373711252715,86.83918189614839,82.58400816065169,82.63066864013672,12825700,23.157030754454762,23.60890755924612,22.739910643914904,23.045799255371094,1258100
2020-02-28,210.0,217.6999969482422,208.89999389648438,217.41000366210938,3747900,104.26000213623047,108.7300033569336,103.72000122070312,107.98999786376953,17213100,324.4200134277344,345.4599914550781,324.0,345.1199951171875,6463400,80.50183380997697,83.72078660287929,79.67838392443615,83.63656616210938,16552400,22.350596967005625,22.607819256656914,21.67903524356342,22.218507766723633,1371800
2020-03-02,219.19000244140625,229.2100067138672,216.49000549316406,228.89999389648438,2333900,107.45999908447266,113.05000305175781,106.52999877929688,112.86000061035156,13367000,349.80999755859375,360.75,342.6099853515625,360.2799987792969,5398100,83.84245457205887,87.15498103410867,82.26105595971366,86.72454071044922,14102000,22.218510305611435,22.447926741600053,21.648448597477604,22.44097328186035,669000
