Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^N225,^N225,^N225,^N225,^N225,RTY=F,RTY=F,RTY=F,RTY=F,RTY=F,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,^DJI,^DJI,^DJI,^DJI,^DJI
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,13512.83984375,13604.849609375,13510.7900390625,13576.6796875,87986400.0,23850.119140625,23869.380859375,23755.3203125,23827.1796875,48700000.0,1685.699951171875,1694.300048828125,1652.5,1663.4000244140625,192930.0,3333.10009765625,3333.179931640625,3281.530029296875,3295.469970703125,3708780000.0,9446.2099609375,9451.4296875,9273.23046875,9314.91015625,2622970000.0,29230.390625,29288.7890625,28843.310546875,28989.73046875,380010000.0
2020-01-27,13374.990234375,13399.419921875,13195.2802734375,13204.76953125,101409200.0,23427.900390625,23463.890625,23317.3203125,23343.509765625,62400000.0,1651.0999755859375,1655.199951171875,1634.199951171875,1644.199951171875,210996.0,3247.159912109375,3258.85009765625,3234.5,3243.6298828125,3831050000.0,9092.4599609375,9185.4501953125,9088.0400390625,9139.3095703125,2593910000.0,28542.490234375,28671.7890625,28440.470703125,28535.80078125,337270000.0
2020-01-28,13274.009765625,13327.1201171875,13163.3603515625,13323.6904296875,91825300.0,23126.9296875,23243.359375,23115.150390625,23215.7109375,64400000.0,1644.5999755859375,1664.300048828125,1644.0,1658.9000244140625,151696.0,3255.35009765625,3285.780029296875,3253.219970703125,3276.239990234375,3531570000.0,9201.8203125,9288.8701171875,9182.330078125,9269.6796875,2169020000.0,28594.279296875,28823.23046875,28575.75,28722.849609375,330140000.0
2020-01-29,13316.419921875,13371.2998046875,13296.0302734375,13345.0,67876800.0,23309.3203125,23392.609375,23214.279296875,23379.400390625,54900000.0,1660.5999755859375,1665.699951171875,1646.199951171875,1649.4000244140625,129304.0,3289.4599609375,3293.469970703125,3271.889892578125,3273.39990234375,3600250000.0,9318.259765625,9329.1201171875,9249.0400390625,9275.16015625,2234620000.0,28820.529296875,28944.240234375,28728.189453125,28734.44921875,302290000.0
2020-01-30,13186.490234375,13262.1796875,13118.9697265625,13157.1201171875,100706100.0,23284.580078125,23318.5703125,22892.94921875,22977.75,69600000.0,1648.5999755859375,1652.0,1628.699951171875,1648.9000244140625,181593.0,3256.449951171875,3285.909912109375,3242.800048828125,3283.659912109375,3790350000.0,9211.150390625,9303.0,9185.1796875,9298.9296875,2345370000.0,28640.16015625,28879.7109375,28489.759765625,28859.439453125,326850000.0
2020-01-31,13196.7998046875,13208.4697265625,12973.7001953125,12981.9697265625,106903800.0,23148.919921875,23421.58984375,23139.98046875,23205.1796875,75400000.0,1650.4000244140625,1652.800048828125,1609.0999755859375,1614.699951171875,221684.0,3282.330078125,3282.330078125,3214.679931640625,3225.52001953125,4529700000.0,9324.330078125,9324.7998046875,9123.2197265625,9150.9404296875,2696090000.0,28813.0390625,28813.0390625,28169.529296875,28256.029296875,403890000.0
2020-02-03,13033.169921875,13077.5703125,12987.5302734375,13045.1904296875,81389100.0,22874.26953125,23023.73046875,22775.919921875,22971.939453125,72500000.0,1613.5,1639.0,1613.5,1633.0,164594.0,3235.659912109375,3268.43994140625,3235.659912109375,3248.919921875,3760460000.0,9190.7197265625,9299.849609375,9188.5498046875,9273.400390625,2427320000.0,28319.650390625,28630.390625,28319.650390625,28399.810546875,307910000.0
2020-02-04,13135.6103515625,13282.6298828125,13131.0703125,13281.740234375,80887400.0,22881.130859375,23118.130859375,22854.44921875,23084.58984375,67900000.0,1631.699951171875,1662.5999755859375,1627.300048828125,1659.800048828125,147585.0,3280.610107421875,3306.919921875,3280.610107421875,3297.590087890625,3996900000.0,9398.3896484375,9485.3798828125,9374.0498046875,9467.9697265625,2447340000.0,28696.740234375,28904.880859375,28696.740234375,28807.630859375,332750000.0
2020-02-05,13224.26953125,13488.580078125,13223.1396484375,13478.330078125,108453900.0,23351.470703125,23414.689453125,23241.640625,23319.560546875,70300000.0,1661.0999755859375,1685.5,1654.300048828125,1684.800048828125,148463.0,3324.909912109375,3337.580078125,3313.75,3334.68994140625,4121480000.0,9574.099609375,9574.9404296875,9454.9296875,9508.6796875,2470240000.0,29048.73046875,29308.890625,29000.849609375,29290.849609375,357540000.0
2020-02-06,13570.330078125,13606.9697265625,13533.66015625,13574.8203125,114567900.0,23641.099609375,23995.369140625,23625.130859375,23873.58984375,95100000.0,1684.5,1695.199951171875,1676.800048828125,1680.5999755859375,116240.0,3344.919921875,3347.9599609375,3334.389892578125,3345.780029296875,3887250000.0,9540.98046875,9575.66015625,9505.6796875,9572.150390625,2313860000.0,29388.580078125,29408.05078125,29246.9296875,29379.76953125,263700000.0
2020-02-07,13530.76953125,13551.0302734375,13463.98046875,13513.8095703125,87036900.0,23899.009765625,23943.44921875,23759.419921875,23827.98046875,65400000.0,1682.0999755859375,1682.5,1652.699951171875,1658.199951171875,157058.0,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3733920000.0,9526.6396484375,9570.08984375,9496.5302734375,9520.509765625,2243720000.0,29286.919921875,29286.919921875,29056.98046875,29102.509765625,252860000.0
2020-02-10,13476.0,13501.740234375,13445.41015625,13494.0302734375,60456500.0,23631.7890625,23788.25,23621.720703125,23685.98046875,56500000.0,1656.300048828125,1669.5999755859375,1646.4000244140625,1669.0,107171.0,3318.280029296875,3352.260009765625,3317.77001953125,3352.090087890625,3462730000.0,9493.6298828125,9628.66015625,9493.6298828125,9628.3896484375,2187520000.0,28995.66015625,29278.0703125,28995.66015625,29276.8203125,250510000.0
2020-02-11,13604.740234375,13668.4296875,13557.9599609375,13627.83984375,104753500.0,,,,,,1668.4000244140625,1688.5,1667.5,1678.4000244140625,134231.0,3365.8701171875,3375.6298828125,3352.719970703125,3357.75,3762940000.0,9680.8896484375,9714.740234375,9617.2099609375,9638.9404296875,2450070000.0,29390.7109375,29415.390625,29210.470703125,29276.33984375,279540000.0
2020-02-12,13671.150390625,13758.7001953125,13658.150390625,13749.7802734375,86733300.0,23741.2109375,23869.73046875,23693.720703125,23861.2109375,74600000.0,1679.5999755859375,1691.9000244140625,1677.199951171875,1690.0,102544.0,3370.5,3381.469970703125,3369.719970703125,3379.449951171875,3930910000.0,9688.599609375,9728.76953125,9666.6904296875,9725.9599609375,2366510000.0,29406.75,29568.5703125,29406.75,29551.419921875,309530000.0
2020-02-13,13695.9296875,13745.4296875,13576.9599609375,13745.4296875,92087000.0,23849.759765625,23908.849609375,23784.310546875,23827.73046875,64500000.0,1690.5,1698.0,1673.0,1696.4000244140625,132555.0,3365.89990234375,3385.090087890625,3360.52001953125,3373.93994140625,3500890000.0,9657.0400390625,9748.3203125,9650.01953125,9711.9697265625,2254870000.0,29436.029296875,29535.400390625,29345.9296875,29423.310546875,291150000.0
